lesson|word|Persian|definition|persian|example1|PersianExampleA|example2|PersianExampleB|example3|PersianExampleC|StoryTitle|StoryTitlePer|text|PerText
39|Unearth|از زیر خاک بیرون کشیدن|dig up; discover; find out|حفر کردن ، کشف کردن ، پی بردن|a. The digging of the scientists unearthed a buried city.|حفاری دانشمندان,شهر مدفون شده ای را از زیر خاک بیرون کشید|b. A plot to defraud the investors was unearthed by the F.B.I.|توطئه ی کلاهبرداران از سرمایه گذاران توسط اف بی آی کشف شد|c. The museum exhibited the vase which had been unearthed in Greece.|موزه, گلدانی را در یونان از زیر خاک بیرون آورده شده بود به نمایش گذاشت||||
39|Depart|ترک کردن ، فوت کردن|go away; leave; turn away (from); change; die|دور شدن ، ترک کردن ، روی گرداندن از ، تغییر دادن ، از بین رفتن|a. We arrived in the village in the morning and departed that night.|صبح به دهکده رسیدیم و همان شب عازم شدیم|b. Stan was vague about departing from his usual manner of choosing a partner.|استان بخاطر ترک رفتار معمول خود در انتخاب شریک,مردد بود|c. Vera was reluctant to mention that her uncle had long since departed.|ورا مایل نبود یادآوری کند که عمویش مدتها پیش مرده است||||
39|Coincide|همزمان بودن|occupy the same place in space; occupy the same time; correspond exactly; agree|از نظر فضا مکان یکسانی را اشغال کردن ، زمان یکسانی را اشغال کردن ، دقیقاً برابر بودن ، توافق داشتن|a. If these triangles were placed one on top of the other, they would coincide.|اگر این مثلث ها روی یکدیگر قرار داده شوند,بر هم منطبق می شوند|b. Because Pete's and Jim's working hours coincide, and they live in the same vicinity, they depart from their homes at the same time.|چونکه ساعت کاری پیت و جیم هم زمان است و در همسایگی هم زندگی می کنند,هر دو همزمان خانه هایشان را ترک می کنند|c. My verdict on the film coincides with Adele's.|رای من درباره فیلم با رای آدله مطابقت دارد||||
39|Cancel|باطل کردن|cross out; mark so that it cannot be used; wipe out; call off|خط زدن ، علامت گذاری کردن برای اینکه نتوان از آن استفاده کرد ، از بین بردن ، لغو کردن|a. The stamp was only partially canceled.|تنها بخشی از تمبر باطل شده بود|b. Because the first shipment contained defective parts, Mr. Zweben canceled the rest of the order.|چونکه محموله ی اول شامل قطعات معیوب بود,آقایزوبن بقیه ی سفارش را لغو کرد|c. Having found just the right man for the job, Captain Mellides canceled all further interviews.|وقتیکه کاپیتان ملیدس فرد مناسبی را برای شغل مورد نظر پیدا کرد,تمام مصاحبه های دیگر را لغو کرد||||
39|Debtor|بدهکار|person who owes something to another|شخصی که به شخص دیگری بدهکار است|a. If I borrow a dollar from you, I am your debtor.|اگر یک دلار از شما قرض بگیرم بدهکار شما هستم|b. As a debtor who had received many favors from the banker, Mr.Mertz was reluctant to testify against him.|آقای مرتز به عنوان بدهکاری که مساعدت های زیادی از جانب رئیس بانک دریافت کرده بود,مایل نبود علیه او شهادت دهد|c. A gloomy debtor's prison was once the fate of those who could not repay their loans.|زندان تاریک بدهکاران,زمانی سرنوشت کسانی بود که نمی توانستند وام های خود را باز پرداخت کنند||||
39|Legible|خوانا|able to be read; easy to read; plain and clear|قابل خواندن ، راحت برای خواندن ، ساده و آشکار|a. Julia's handwriting is beautiful and legible.|دست خط جولیا زیبا و خوانا است|b. Nancy hesitated in her reading because the words were scarcely legible.|نانسی در خواندن خود,درنگ می کرد چون کلمات به سختی قابل خواندن بود|c. Our teacher penalizes us for compositions which are not legible.|معلم ما,ما را بخاطر انشاءهایی که خوانا نیستند تنبیه می کند||||
39|Placard|پلاکارد|a notice to be posted in a public place; poster|یک آگهی که باید در مکان عمومی نصب شود ، پوستر|a. Colorful placards announced an urgent meeting.|پلاکاردهای رنگین,نشستی فوری را اعلام می کردند|b. Placards were placed throughout the neighborhood by rival groups.|گروه های رقیب,پلاکاردها را در سراسر محله نصب کردند|c. Numerous placards appeared around the city calling for volunteers.|برای فراخواندن داوطلبان اعلامیه های متعددی در سراسر شهر پدیدار شد||||
39|Contagious|مسری ، واگیر|spreading by contact, easily spreading from one to another|از طریق تماس منتشر می شود ، به راحتی از فردی به فردی سرایت می کند ، مسری|a. Scarlet fever is contagious.|تب مخملک واگیر دار است|b. I find that yawning is often contagious.|پی برده ام که خمیازه کشیدن اغلب مسری است|c. Interest in the project was contagious, and soon all opposition to it collapsed.|علاقه به این پروژه همه گیر شد,و به زودی تمام مخالفت ها از بین رفت||||
39|Clergy|روحانیت|persons prepared for religious work; clergymen as a group|افرادی که برای کار مذهبی آماده می شوند ، مجموعه روحانیون|a. We try never to hinder the clergy as they perform their sacred tasks.|هنگامی که روحانیون در حال انجام وظایف مقدسشان هستند,تلاش می کنیم هرگز مانع آنها نشویم|b. Friar Tuck was a member of the clergy who loved a jolly jest.|فریرتاک یکی از روحانیون بود که عاشق لطیفه های شاد بود|c. The majority of the clergy felt the new morality was a menace to society.|اکثر روحانیون احساس می کردند که اخلاقیات جدید,تهدیدی برای جامعه است||||
39|Customary|مرسوم ،‌رایج|usual|معمول ، مرسوم|a. It was customary for wealthy Romans to recline while they were dining.|دراز کشیدن در حین غذا خوردن برای رومیان ثروتمند مرسوم بود|b. The Robin Williams movie received the customary rave reviews from the critics.|فیلم رابین ویلیامز با نقد های جنجال برانگیز معمول از سوی منتقدان مواجه شد|c. The traitor rejected the customary blindfold for the execution.|خائن,رسم بستن چشم در هنگام اعدام را رد کرد||||
